Name,Address,Rating,Business Status,Place ID,Website,Type
Mountain Spring Water,"745 South Kellogg Avenue, Goleta",3.8,OPERATIONAL,ChIJvyIWIoY_6YARLIkmF9CZ5CE,http://www.mountainspringwatersb.com/,"health, store, food, point_of_interest, establishment"
Len's of Santa Barbara,"5720 Thornwood Drive, Goleta",4.8,OPERATIONAL,ChIJn6M4WXhA6YARCmhENcXAL_M,N/A,"furniture_store, home_goods_store, general_contractor, store, point_of_interest, establishment"
Goleta Pier,CA,4.6,OPERATIONAL,ChIJ-aY5L5k_6YAR1ygSlKannoo,http://cosb.countyofsb.org/parks/parks02.aspx?id=7682,"point_of_interest, establishment"
Goleta Beach Rentals,"5986 Sandspit Road, Goleta",4.4,CLOSED_TEMPORARILY,ChIJz0S4apw_6YAR_vDeGah5C3c,N/A,"gym, travel_agency, health, point_of_interest, establishment"
SoCal Gas Company: La Goleta Gas Storage Field,"Ward Memorial Boulevard, Santa Barbara",5.0,OPERATIONAL,ChIJY8wHdpo_6YARFOSzQPKJRq4,N/A,"point_of_interest, establishment"
Surf Air,"302 Moffett Place, Santa Barbara",4.3,OPERATIONAL,ChIJ0Ummgng_6YARBVTLv1vnsZU,https://www.surfair.com/us/,"point_of_interest, establishment"
"Northrop Grumman, Innovation Systems","600 Pine Avenue, Goleta",3.8,OPERATIONAL,ChIJIQ8mn4c_6YARHLJKYl53UP8,N/A,"point_of_interest, establishment"
Santa Barbara Surfacing,"5901 Corta Street, Goleta",4.9,OPERATIONAL,ChIJlW7hC4Q_6YARjvWKE4QdwLo,https://www.santabarbarasurfacing.co/,"point_of_interest, establishment"
AlloSphere,"Mesa Road, Santa Barbara",4.7,OPERATIONAL,ChIJj2OY3HY_6YARxeWtOKHKs2c,http://www.allosphere.ucsb.edu/,"point_of_interest, establishment"
iTech Your Way!,"907 South Kellogg Avenue, Goleta",,OPERATIONAL,ChIJQ4KdLYQ_6YARCdRIz8Xl148,N/A,"point_of_interest, establishment"
Electromatic Inc,"789 South Kellogg Avenue, Goleta",,OPERATIONAL,ChIJK61lD4Y_6YARvi-xkA46hS0,https://electromatic.com/,"point_of_interest, establishment"
Courtyard Cafe,"Lagoon Road #10, Santa Barbara",3.9,OPERATIONAL,ChIJH-GFyXY_6YAREFCPUS9uzfs,https://dining.ucsb.edu/eateries-markets,"cafe, food, point_of_interest, establishment"
UCSB Physics Computing Services,"Trailer 937, Room 1000, Santa Barbara",,OPERATIONAL,ChIJ-_LMa3E_6YARcWFYJko5CTA,N/A,"point_of_interest, establishment"
Yoshinoya UCSB,"552 University Road, Santa Barbara",4.0,OPERATIONAL,ChIJy9smCm4_6YARluL1rIwfuS8,http://www.yoshinoyaamerica.com/,"restaurant, food, point_of_interest, establishment"
National Car Rental,"500 James Fowler Road, Santa Barbara",4.2,OPERATIONAL,ChIJ_eRv-4E_6YARjH20f1O5ACA,https://www.nationalcar.com/en/car-rental/locations/us/ca/santa-barbara-municipal-airport-321k.html?mcid=yext:245709,"car_rental, point_of_interest, establishment"
Alamo Rent A Car,"500 James Fowler Road, Santa Barbara",3.2,OPERATIONAL,ChIJCSFi8IE_6YARsr6LL3X_kwU,https://www.alamo.com/en/car-rental-locations/us/ca/santa-barbara-municipal-airport-32ag.html?mcid=yext:245709,"car_rental, point_of_interest, establishment"
Dollar Car Rental,"500 James Fowler Road, Santa Barbara",3.0,OPERATIONAL,ChIJWeQVqHg_6YAR6qKCBq8n66I,https://www.dollar.com/us/en/location/unitedstates/california/santabarbara/sba?utm_campaign=gmb-Dollar-Car-Rental---Santa-Barbara-Municipal-Airport-&utm_medium=gmb-websitelink&utm_source=Google,"car_rental, point_of_interest, establishment"
Chemical Engineering Department,"3357 Engrg II UCSB, Santa Barbara",4.7,OPERATIONAL,ChIJVVVVVW4_6YARhRymknJkX8Y,http://www.chemengr.ucsb.edu/,"point_of_interest, establishment"
Engineering Sciences Building,"Engineering Science Building, Mesa Road, Isla Vista, Santa Barbara",,OPERATIONAL,ChIJHVXnK3E_6YARMBscIufiX_Y,http://www.ucsb.edu/,"point_of_interest, establishment"
O'Connor Pest Control,"5569 Ekwill Street Suite B, Goleta",3.2,OPERATIONAL,ChIJL5Tp1ekU6YARX_m-GqesoiE,https://www.oconnorpest.com/pest-control/santa-barbara/?utm_source=google&utm_medium=local&utm_campaign=gmb_oconnor,"point_of_interest, establishment"
SecLab,Santa Barbara,5.0,OPERATIONAL,ChIJieLWU3E_6YAR_l20rjpm_Hg,http://seclab.cs.ucsb.edu/,"point_of_interest, establishment"
Costa Terraza Restaurant & Tapas Bar,"500 James Fowler Road, Santa Barbara",2.6,OPERATIONAL,ChIJV6QFS38_6YARjjsuG5pQ3ZI,N/A,"bar, restaurant, food, point_of_interest, establishment"
UCSB Alumni Association,"University of California, Santa Barbara, Mosher Alumni House, Santa Barbara",4.9,OPERATIONAL,ChIJxeVKoXo_6YARIQ-uvNvL4ho,http://www.alumni.ucsb.edu/,"point_of_interest, establishment"
Megavision,"5765 Thornwood Drive unit c, Goleta",,OPERATIONAL,ChIJsYz_WoY_6YARDT_8EirNu_U,http://www.mega-vision.com/,"point_of_interest, establishment"
Bren School of Environmental Science & Management,"Bren Hall, 2400 University of California, Santa Barbara",5.0,OPERATIONAL,ChIJg5xBX3E_6YARbvovbNdM05E,https://bren.ucsb.edu/,"point_of_interest, establishment"
G B T Rain Gutters,"5715 Thornwood Drive suite A, Goleta",4.8,OPERATIONAL,ChIJa3iVuvU_6YARFNHNbMWHc1U,http://www.gbtsheetmetal.com/,"roofing_contractor, general_contractor, point_of_interest, establishment"
UCSB Marine Science Institute,Santa Barbara,5.0,OPERATIONAL,ChIJreRb5nM_6YARiZpfRvV_Le0,http://www.msi.ucsb.edu/,"point_of_interest, establishment"
Stevens Worldwide Van Lines,"747 South Kellogg Avenue, Goleta",,OPERATIONAL,ChIJNfqDHoY_6YARzJhtWRmlBaQ,http://www.stevensworldwide.com/,"moving_company, point_of_interest, establishment"
Nanofabrication Facility,"451 Mesa Road, Santa Barbara",,OPERATIONAL,ChIJVVVVlWA_6YARqD7Mf5FpGas,http://www.nanotech.ucsb.edu/,"point_of_interest, establishment"
West Coast Remodeling Santa Barbara,"839 Ward Drive, Santa Barbara",,OPERATIONAL,ChIJAQAAADxA6YARS2Oz3ASQh1k,N/A,"general_contractor, point_of_interest, establishment"
"Bell-Everman, Inc.","759 Ward Drive, Goleta",,OPERATIONAL,ChIJiUAx3ZpA6YAR_NvHrrRDNTM,https://www.bell-everman.com/,"point_of_interest, establishment"
Crocker Refrigeration Heating & Air,"5531 Ekwill Street, Santa Barbara",4.9,OPERATIONAL,ChIJvw6KzJAT6YAR3v9ztWE4XaI,http://www.crockerair.com/,"general_contractor, point_of_interest, establishment"
Mission Ready Mix,"710 South Fairview Avenue, Goleta",5.0,OPERATIONAL,ChIJYfoJMoc_6YAR7psmv3n6PDs,N/A,"general_contractor, point_of_interest, establishment"
Koç Lab - Phelps 1408,"Military Science, 451 Mesa Road, Santa Barbara",,OPERATIONAL,ChIJZxDH93A_6YAR8JpNZ1V_zvg,N/A,"school, point_of_interest, establishment"
Santa Barbara,Santa Barbara,,,ChIJ1YMtb8cU6YARSHa612Q60cg,http://www.santabarbaraca.gov/,"locality, political"
Santa Barbara Orchid Estate,"1250 Orchid Drive, Santa Barbara",4.3,OPERATIONAL,ChIJLxNz-Og_6YARytFw0cJN7So,http://www.sborchid.com/,"point_of_interest, establishment"
Goleta Valley Cottage Hospital,"351 South Patterson Avenue, Santa Barbara",3.4,OPERATIONAL,ChIJlwzk6PQ_6YAR2ewMA0i_5sc,https://www.cottagehealth.org/locations/goleta-valley-cottage-hospital/?utm_source=gmb&utm_medium=CTA&utm_campaign=gmb-gvch,"hospital, doctor, health, point_of_interest, establishment"
"Reaction35, LLC","861 Ward Drive, Santa Barbara",,OPERATIONAL,ChIJPYm-zog_6YAR179x9Am6edw,http://reaction35.com/,"point_of_interest, establishment"
More Mesa,Santa Barbara,4.6,OPERATIONAL,ChIJPf-GEuc_6YARcmUnJHxyLLI,N/A,"park, point_of_interest, establishment"
Curvature LLC,"859 Ward Drive # 200, Goleta",4.8,OPERATIONAL,ChIJlVAmELtA6YARzzexCMpnOTs,https://www.curvature.com/?utm_source=google-my-business-listing&utm_medium=organic&utm_content=santa-barbara-gmb-listing,"point_of_interest, establishment"
Seymour Duncan,"5427 Hollister Avenue, Santa Barbara",4.7,OPERATIONAL,ChIJ-ds5WIs_6YAR7Mc3DcEm6Qs,http://seymourduncan.com/,"store, point_of_interest, establishment"
Dr. Robin P Knauss MD,"351 South Patterson Avenue, Santa Barbara",,OPERATIONAL,ChIJlwzk6PQ_6YARBTFM00v3R0I,N/A,"doctor, health, point_of_interest, establishment"
Por La Mar Nursery - Not Open to Public | Wholesale Only,"905 South Patterson Avenue, Santa Barbara",3.7,OPERATIONAL,ChIJL9Ingo0_6YAR7IVT3Pm1gM0,N/A,"point_of_interest, establishment"
Sea Crest Nursery — Open By Appointment — Wholesale Palm and Cycad Growers,"1396 Anderson Lane, Santa Barbara",5.0,OPERATIONAL,ChIJ99XkQuw_6YARl_n-F9Hjhz0,N/A,"park, point_of_interest, establishment"
Dr. John R Dexter MD,"351 South Patterson Avenue, Santa Barbara",,OPERATIONAL,ChIJlwzk6PQ_6YARsXK9oIj2LTw,http://doctors.cottagehealth.org/john-dexter-hyperbaric-medicine-santa-barbara,"physiotherapist, doctor, health, point_of_interest, establishment"
JR Electric,"5265 Louisiana Place, Santa Barbara",5.0,OPERATIONAL,ChIJ5TEelek_6YAROWigqvuv4uQ,https://jrelectric.com/,"electrician, point_of_interest, establishment"
Mission Web Marketing,"895 Gwyne Avenue, Goleta",5.0,OPERATIONAL,ChIJjecExu0_6YARo21pkkLVSxw,https://www.missionwebmarketing.com/,"point_of_interest, establishment"
Pacific Beverage Company,"5305 Ekwill Street, Santa Barbara",4.0,OPERATIONAL,ChIJE6D1sPM_6YARiClviAEwnME,https://www.pacificbeveragecompany.com/,"point_of_interest, establishment"
PJP Restoration,"670 San Ricardo Drive, Santa Barbara",1.0,OPERATIONAL,ChIJ250t7PE_6YAR3Kpk7JgzL1c,N/A,"point_of_interest, establishment"
Plasencia Marketing,"5121 Rhoads Avenue, Santa Barbara",,OPERATIONAL,ChIJLbHkte8_6YARUQNc0UnyT8w,N/A,"point_of_interest, establishment"
Allen Jeff,"351 South Patterson Avenue, Santa Barbara",,OPERATIONAL,ChIJlwzk6PQ_6YARf3UrnBXH-kM,http://www.cottagehealth.org/,"health, point_of_interest, establishment"
Private Car Transportation,"785 La Roda Avenue, Santa Barbara",5.0,OPERATIONAL,ChIJvzyGrbFA6YARMnWa1jGZgbI,http://www.privatecartransportation.com/,"point_of_interest, establishment"
SoCal Gas Company: La Goleta Gas Storage Field,"Ward Memorial Boulevard, Santa Barbara",5.0,OPERATIONAL,ChIJY8wHdpo_6YARFOSzQPKJRq4,N/A,"point_of_interest, establishment"
Goleta,Goleta,,,ChIJ40iJCXlA6YARWE2IAMVEypM,http://www.cityofgoleta.org/,"locality, political"
Jordano's Human Resources Department,"5324 Ekwill Street, Goleta",,OPERATIONAL,ChIJxQ9gdPM_6YARFdcJoRlA6v0,http://jordanos.com/,"point_of_interest, establishment"
Sansum Clinic Human Resources,"5330 Ekwill Street Wing, Santa Barbara",4.0,OPERATIONAL,ChIJd4QeZvM_6YARvKFfz9fdL6M,https://sansumclinic.org/employment,"point_of_interest, establishment"
"Paysage, Inc.",United States,,OPERATIONAL,ChIJu996r_o_6YARSiHM8L8anVs,http://www.paysagelandscape.com/,"general_contractor, point_of_interest, establishment"
Bennett's News Distribution,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YAR-ZS_uwVh02E,N/A,"point_of_interest, establishment"
Santa Barbara Jumps,Santa Barbara,3.0,OPERATIONAL,ChIJs46ZOnkU6YARXGyv0Q7wsPQ,N/A,"point_of_interest, establishment"
Tropical Pool & Spa Services,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YARNCgBwYUJDhw,http://www.tropicalpools.net/,"spa, general_contractor, point_of_interest, establishment"
"Sansum Clinic, Managed Care Referral","5330 Ekwill Street, Santa Barbara",,OPERATIONAL,ChIJHTdVdfM_6YARvTGHqPeX9qs,http://www.sansumclinic.org/,"point_of_interest, health, establishment"
Sansum Clinic Patient Accounts/Billing,"5330 Ekwill Street Central Wing, Santa Barbara",,OPERATIONAL,ChIJPS5Kb_M_6YARgO6HBAwapBM,https://www.sansumclinic.org/locations/location/details/business-offices,"finance, point_of_interest, health, establishment"
The Organic Channel(tm),Santa Barbara,,OPERATIONAL,ChIJNxW34fY_6YAR-ihfIkbZjMw,http://www.theorganicchannel.com/,"point_of_interest, health, establishment"
You're the Star Video,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YAR9bQO6K--_eM,N/A,"point_of_interest, store, establishment"
Osha Fast Fix Inc,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YAR332TKL2WHxk,https://www.oshafastfix.com/,"point_of_interest, establishment"
Goldway Window Cleaning,"Post Office Box 60321, Santa Barbara",3.0,OPERATIONAL,ChIJu996r_o_6YARzYoyPYQe5Ww,http://goldwaywindowcleaning.com/,"point_of_interest, establishment"
Coastal Plumbing Services,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YARnOs_9hL55vs,N/A,"plumber, point_of_interest, establishment"
Guard Grabber Technologies Inc,"4860 Vieja Drive, Santa Barbara",5.0,OPERATIONAL,ChIJE2rQ8-M_6YARPd35s6fjzBU,https://www.guardgrabber.com/,"locksmith, finance, point_of_interest, establishment"
Salvucci Angelo MD,"351 South Patterson Avenue, Goleta",2.0,OPERATIONAL,ChIJlwzk6PQ_6YARm1OpwboV9yA,http://www.cottagehealth.org/,"doctor, point_of_interest, health, establishment"
"Decca Consulting, INC/Decca Energy","310 Mentor Drive Suite 210, Santa Barbara",,OPERATIONAL,ChIJlXpjfSYV6YARi7-YLSuLhcI,N/A,"point_of_interest, establishment"
Apex Plumbing Services,"5111 Dawn Lane, Santa Barbara",5.0,OPERATIONAL,ChIJY_Pe-_A_6YAR9NhMDwj3QFo,http://apexplumbingsb.com/,"plumber, point_of_interest, establishment"
Crocker Refrigeration Heating & Air,"5531 Ekwill Street, Santa Barbara",4.9,OPERATIONAL,ChIJvw6KzJAT6YAR3v9ztWE4XaI,http://www.crockerair.com/,"general_contractor, point_of_interest, establishment"
"Dwight Peterson, PT","5385 Hollister Avenue Bldg. 1, Goleta",5.0,OPERATIONAL,ChIJD3JezH4U6YARFshv1pQRPdk,http://www.sansumclinic.org/,"doctor, point_of_interest, health, establishment"
Sansum Clinic Goleta Physical Therapy,"5385 Hollister Avenue Building 1, Goleta",4.0,OPERATIONAL,ChIJC-79actq6YARh3-agQ0W0ds,https://www.sansumclinic.org/locations/location/details/physical-therapy,"point_of_interest, health, establishment"
Santa Barbara Stone Masters,"5511 Ekwill Street Suite D, Goleta",4.6,OPERATIONAL,ChIJsUWkTYk_6YAR4pa9Cum6T-4,http://www.sbstonemasters.com/,"general_contractor, point_of_interest, establishment"
Master Clean USA Inc™,"5511 Ekwill Street Suite D, Goleta",4.8,OPERATIONAL,ChIJsUWkTYk_6YARMrFHXuCpsQo,http://www.mastercleanusa.net/,"general_contractor, point_of_interest, establishment"
ADT Security Services,"5511 Ekwill Street C, Goleta",3.4,OPERATIONAL,ChIJT5BNtYg_6YARSGdmyli-H8U,https://www.adt.com/local/ca/goleta?utm_source=places&utm_medium=ca&utm_campaign=goleta&utm_term=localseo,"electronics_store, point_of_interest, store, establishment"
"Taisa Skovorodko, DPT","5385 Hollister Avenue Building 1, Goleta",,OPERATIONAL,ChIJS21XE8tq6YARNx45O50jnck,https://www.sansumclinic.org/find-a-doctor/doctor/profile/taisa-skovorodko,"doctor, point_of_interest, health, establishment"
"Elizabeth Coker, MPT","5385 Hollister Avenue Building 1, Goleta",,OPERATIONAL,ChIJC-79actq6YARiDLx9OT9n0g,https://www.sansumclinic.org/find-a-doctor/doctor/profile/elizabeth-coker,"doctor, point_of_interest, health, establishment"
"Linda Jalaba, PT","5385 Hollister Avenue Building 1, Goleta",,OPERATIONAL,ChIJC-79actq6YARqcbdvIiwwt0,https://www.sansumclinic.org/find-a-doctor/doctor/profile/linda-c-jalaba,"doctor, point_of_interest, health, establishment"
"Ned Andrews, PT","5385 Hollister Avenue Building 1, Goleta",,OPERATIONAL,ChIJC-79actq6YARoAzMj4aP_3U,https://www.sansumclinic.org/find-a-doctor/doctor/profile/ned-andrews,"doctor, point_of_interest, health, establishment"
"John Motola, PT","5385 Hollister Avenue Building 1, Goleta",,OPERATIONAL,ChIJC-79actq6YARBK2MI9i3tgA,https://www.sansumclinic.org/find-a-doctor/doctor/profile/john-motola,"doctor, point_of_interest, health, establishment"
"Alyson Lamothe Sorensen, PT","5385 Hollister Avenue Building 1, Goleta",,OPERATIONAL,ChIJC-79actq6YAR3nHLu7a4Us4,https://www.sansumclinic.org/find-a-doctor/doctor/profile/alyson-lamothe-sorensen,"doctor, point_of_interest, health, establishment"
"Barbara McCoy-Lawson, PT","5385 Hollister Avenue Building 1, Goleta",,OPERATIONAL,ChIJS21XE8tq6YAROnPSFrSQxtI,https://www.sansumclinic.org/find-a-doctor/doctor/profile/barbara-mccoy-lawson,"doctor, point_of_interest, health, establishment"
Coast Caregiver Resource Center,"334 South Patterson Avenue Suite 140, Goleta",,OPERATIONAL,ChIJJV2V-YgU6YARX3lGnymCOU4,https://www.cottagehealth.org/services/rehabilitation/caregiver-services/,"doctor, point_of_interest, health, establishment"
Arnett Gunson Facial Reconstruction,"334 South Patterson Avenue #205, Santa Barbara",4.7,OPERATIONAL,ChIJE4z9eY4U6YARPHZHzV8ozr4,https://www.arnettgunson.com/,"doctor, point_of_interest, health, establishment"
"Mark Ruskin, L.Ac.","5121 Evalita Lane, Santa Barbara",5.0,OPERATIONAL,ChIJxbjj5vA_6YAR8Q4KqAAIWmc,N/A,"point_of_interest, health, establishment"
A Professional Corporation,"334 South Patterson Avenue # 130, Santa Barbara",,OPERATIONAL,ChIJiyMFjPQ_6YARebfg83AaL6I,N/A,"point_of_interest, health, establishment"
Gary C Ponto,"334 South Patterson Avenue # 206, Santa Barbara",,OPERATIONAL,ChIJU8ISjPQ_6YAR6L0skm5YmbM,N/A,"doctor, point_of_interest, health, establishment"
AAA Courier and Delivery,"929 Via Nieto, Santa Barbara",,OPERATIONAL,ChIJjx30x-M_6YARCDE3XlKNxRk,N/A,"point_of_interest, establishment"
Golden Limo Santa Barbara,"5014 Douglas Lane, Santa Barbara",5.0,OPERATIONAL,ChIJ02I7RdwU6YARo0NxXDOIqdw,https://www.goldenlimosb.com/?utm_source=gmb&utm_medium=organic,"travel_agency, point_of_interest, establishment"
"Dr. Edward G. Johnson, MD","351 South Patterson Avenue, Santa Barbara",,OPERATIONAL,ChIJlwzk6PQ_6YARIEGdrLHUQP0,http://doctors.cottagehealth.org/,"doctor, point_of_interest, health, establishment"
Thomas James MD,"351 South Patterson Avenue, Santa Barbara",,OPERATIONAL,ChIJlwzk6PQ_6YARg7qNxmv-Kus,N/A,"doctor, point_of_interest, health, establishment"
Big Green Cleaning Company,"5551 Ekwill Street, Goleta",3.1,OPERATIONAL,ChIJUY41RgBA6YARGR0ON3gXq3M,http://biggreenclean.com/,"point_of_interest, establishment"
Santa Barbara,Santa Barbara,,,ChIJ1YMtb8cU6YARSHa612Q60cg,http://www.santabarbaraca.gov/,"locality, political"
Santa Barbara Orchid Estate,"1250 Orchid Drive, Santa Barbara",4.3,OPERATIONAL,ChIJLxNz-Og_6YARytFw0cJN7So,http://www.sborchid.com/,"point_of_interest, establishment"
More Mesa,Santa Barbara,4.6,OPERATIONAL,ChIJPf-GEuc_6YARcmUnJHxyLLI,N/A,"park, point_of_interest, establishment"
Hollister Elementary School,"4950 Anita Lane, Santa Barbara",4.0,OPERATIONAL,ChIJR18gnfw_6YARJjeEOLaqAL4,https://www.gusd.us/hollister,"primary_school, school, point_of_interest, establishment"
Edward Emory Photography,"919 Diamond Crest Court, Santa Barbara",5.0,OPERATIONAL,ChIJNRKPrFgV6YAR_cyZqNH9zsc,http://www.edwardemory.com/,"point_of_interest, establishment"
Psychotherapy Consultation Services,"921 Diamond Crest Court, Goleta",,OPERATIONAL,ChIJEyiJq1gV6YARxVuMWNn5RYI,N/A,"health, point_of_interest, establishment"
Guard Grabber Technologies Inc,"4860 Vieja Drive, Santa Barbara",5.0,OPERATIONAL,ChIJE2rQ8-M_6YARPd35s6fjzBU,https://www.guardgrabber.com/,"locksmith, finance, point_of_interest, establishment"
AAA Courier and Delivery,"929 Via Nieto, Santa Barbara",,OPERATIONAL,ChIJjx30x-M_6YARCDE3XlKNxRk,N/A,"point_of_interest, establishment"
Beach Front Construction,"4530 Via Esperanza, Santa Barbara",4.7,OPERATIONAL,ChIJ-0l5rEIV6YARxO72sHLLMYM,http://www.bfrontcorp.com/,"general_contractor, point_of_interest, establishment"
JR Electric,"5265 Louisiana Place, Santa Barbara",5.0,OPERATIONAL,ChIJ5TEelek_6YAROWigqvuv4uQ,https://jrelectric.com/,"electrician, point_of_interest, establishment"
OneStopDRAMAShop.com,"4821 Rhoads Avenue, Santa Barbara",5.0,OPERATIONAL,ChIJsc6l6OI_6YARs2VY4uGWhB0,http://onestopdramashop.com/,"point_of_interest, establishment"
Private Car Transportation,"785 La Roda Avenue, Santa Barbara",5.0,OPERATIONAL,ChIJvzyGrbFA6YARMnWa1jGZgbI,http://www.privatecartransportation.com/,"point_of_interest, establishment"
Child Evangelism Fellowship,"4786 Amarosa Street, Santa Barbara",,OPERATIONAL,ChIJgdaKBlgV6YARC7_AC0-NMLM,N/A,"point_of_interest, establishment"
Acacia Erosion Control,"604 South San Marcos Road, Santa Barbara",,OPERATIONAL,ChIJq6qqqhZA6YARXL3W-ZxUJj0,https://www.acaciaec.com/,"general_contractor, point_of_interest, establishment"
Golden Limo Santa Barbara,"5014 Douglas Lane, Santa Barbara",5.0,OPERATIONAL,ChIJ02I7RdwU6YARo0NxXDOIqdw,https://www.goldenlimosb.com/?utm_source=gmb&utm_medium=organic,"travel_agency, point_of_interest, establishment"
Instruments For Vision,"4716 Calle Reina, Santa Barbara",,OPERATIONAL,ChIJyXRc6lgV6YARzjJbEiPNB78,N/A,"point_of_interest, establishment"
Plasencia Marketing,"5121 Rhoads Avenue, Santa Barbara",,OPERATIONAL,ChIJLbHkte8_6YARUQNc0UnyT8w,N/A,"point_of_interest, establishment"
"Paysage, Inc.",United States,,OPERATIONAL,ChIJu996r_o_6YARSiHM8L8anVs,http://www.paysagelandscape.com/,"general_contractor, point_of_interest, establishment"
Bennett's News Distribution,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YAR-ZS_uwVh02E,N/A,"point_of_interest, establishment"
Eastern Goleta Valley,Eastern Goleta Valley,,,ChIJ-ZNr3P4_6YARYGLDzDHHv7U,N/A,"locality, political"
The Organic Channel(tm),Santa Barbara,,OPERATIONAL,ChIJNxW34fY_6YAR-ihfIkbZjMw,http://www.theorganicchannel.com/,"health, point_of_interest, establishment"
Santa Barbara Jumps,Santa Barbara,3.0,OPERATIONAL,ChIJs46ZOnkU6YARXGyv0Q7wsPQ,N/A,"point_of_interest, establishment"
Tropical Pool & Spa Services,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YARNCgBwYUJDhw,http://www.tropicalpools.net/,"spa, general_contractor, point_of_interest, establishment"
You're the Star Video,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YAR9bQO6K--_eM,N/A,"store, point_of_interest, establishment"
Coastal Plumbing Services,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YARnOs_9hL55vs,N/A,"plumber, point_of_interest, establishment"
Osha Fast Fix Inc,Santa Barbara,,OPERATIONAL,ChIJu996r_o_6YAR332TKL2WHxk,https://www.oshafastfix.com/,"point_of_interest, establishment"
Goldway Window Cleaning,"Post Office Box 60321, Santa Barbara",3.0,OPERATIONAL,ChIJu996r_o_6YARzYoyPYQe5Ww,http://goldwaywindowcleaning.com/,"point_of_interest, establishment"
Hidden Oaks Club House,"4760 Calle Camarada, Santa Barbara",,CLOSED_TEMPORARILY,ChIJmTHxc-I_6YAR4t2LLY5BwYw,N/A,"point_of_interest, establishment"
Hope Ranch Beach,"1401-1499 Roble Drive, Goleta",4.5,OPERATIONAL,ChIJ0w9yLGUV6YAR1zWCR6I3bbM,N/A,"park, tourist_attraction, point_of_interest, establishment"
Barry Rahm Insurance,"1074 Diamond Crest Court, Santa Barbara",,OPERATIONAL,ChIJT2ru6uE_6YARZqTMo7eV_uE,N/A,"insurance_agency, general_contractor, point_of_interest, establishment"
Decorating Den Interiors - Judy Flattery,"1015 Diamond Crest Court, Santa Barbara",5.0,OPERATIONAL,ChIJl4b13-E_6YARI_GbBP9KOAY,https://judyflattery.decoratingden.com/,"furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment"
Onsite Santa Barbara: OnsiteSB,"4648 Via Huerto, Santa Barbara",,OPERATIONAL,ChIJaab8q9c_6YARtnw3T5lXKZA,https://www.onsitesb.com/,"point_of_interest, establishment"
"Jennie Turton - Certified Professional, Life and Intimacy Coach","955 Via Esparto, Santa Barbara",5.0,OPERATIONAL,ChIJQyWiZ7U_6YARoi3FTIt-HfI,https://www.jennieturton.com/,"health, point_of_interest, establishment"
"Paul Karlsberg, M.D,","921 Diamond Crest Court, Santa Barbara",,OPERATIONAL,ChIJsbeRzQEV6YARscjXe0EG3gg,N/A,"point_of_interest, establishment"
Oak Creek Co,"4656 Vintage Ranch Lane, Santa Barbara",5.0,OPERATIONAL,ChIJb5t3pVkV6YARto5pMstvtOk,http://oakcreekco.com/,"general_contractor, point_of_interest, establishment"
Westwood Logistics,"929 Via Nieto, Santa Barbara",,OPERATIONAL,ChIJjx30x-M_6YAR8Y8tsfeRhVc,N/A,"point_of_interest, establishment"
Artstudio 4 Kids,"815 Puente Drive, Santa Barbara",5.0,OPERATIONAL,ChIJx4JLW0YV6YARaHorrZZXJe0,https://www.artstudio4kids.com/,"point_of_interest, establishment"
Hidden Oaks Golf Course,"4760 Calle Camarada, Santa Barbara",4.3,CLOSED_TEMPORARILY,ChIJs4bt3Os_6YARv6mP7xgnz1s,https://hiddenoaksgolfcoursesb.weebly.com/,"point_of_interest, establishment"
Vargas Family Child Care,"5007 Rhoads Avenue, Santa Barbara",4.3,OPERATIONAL,ChIJL32WY-Q_6YARs3X31AqCPRE,http://www.vargasdaycare.com/,"point_of_interest, establishment"
Santa Barbara Organics,"4645 Via Vistosa, Santa Barbara",,OPERATIONAL,ChIJixO1B1wV6YAR-58MF6_Ems0,https://sborganics.com/,"point_of_interest, establishment"
Rincon Landscapes,"5000 Rhoads Avenue, Santa Barbara",,OPERATIONAL,ChIJu996r_o_6YARvvvP7yQoBeQ,N/A,"general_contractor, point_of_interest, establishment"
Rhoads & San Marcos,United States,,OPERATIONAL,ChIJbxsHieQ_6YARePVqDfFRmiQ,N/A,"transit_station, point_of_interest, establishment"
Abundant Care,"698 Zink Avenue, Santa Barbara",5.0,OPERATIONAL,ChIJ7Wko6-I_6YARfBi7zBkyGKA,https://www.acaresb.com/,"health, point_of_interest, establishment"
Rhoads & La Roda,United States,,OPERATIONAL,ChIJc9b5COU_6YARe7DE-U9-myU,N/A,"transit_station, point_of_interest, establishment"
La Vie Events,"5265 Louisiana Place, Santa Barbara",5.0,OPERATIONAL,ChIJqYaxbho_6YARGVPJSsHhYi8,http://www.lavie.events/,"point_of_interest, establishment"
SB Wine Tour Company,"785 La Roda Avenue, Santa Barbara",,OPERATIONAL,ChIJl2Mkfyo_6YARJTFzaXo7r9A,N/A,"point_of_interest, establishment"
